id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type,url
39902,"LML Freedom LS","Delhi ",100000,Red,Petrol,9499,2005,FirstOwner,,
39903,"Yamaha FZ FI Version 2.0","Delhi ",14000,REDWhite,Petrol,39000,2012,SecondOwner,,
39904,"Yamaha RX 100 STD","Delhi ",50000,Black,Petrol,17999,1994,FirstOwner,,
39905,"Yamaha Yzf R125","Delhi ",21000,WhiteAndRed,Petrol,62000,2010,FirstOwner,,
39906,"Yamaha YZF R15 Version 2.0","Delhi ",12000,Black&Gold,Petrol,99999,2014,FirstOwner,,
39907,"Yamaha YZF R15 Version 2.0","Delhi ",30000,RedAndWhite,Petrol,68999,2012,FirstOwner,,
39908,"Tvs Victor 125","Delhi ",52000,Blue,Petrol,11000,2005,FirstOwner,,
39909,"Suzuki MAX100 STD","Delhi ",32000,Black,Petrol,5500,1999,SecondOwner,,
39910,"Suzuki Gixxer 150","Delhi ",1700,Mahroon,Petrol,79000,2014,FirstOwner,,
39911,"Royal Enfield Bullet Electra Twinspark","Delhi ",50000,Silver,Petrol,69999,2003,SecondOwner,,
39912,"Royal Enfield Bullet Electra","Delhi ",17700,Silver,Petrol,100000,2012,FirstOwner,,
39913,"Royal Enfield Thunderbird 350","Delhi ",15000,Silver,Petrol,54000,2009,FirstOwner,,
39914,"Honda Shine Self Disc Alloy","Delhi ",2200,Black,Petrol,50000,2015,FirstOwner,,
39915,"Honda CBF Stunner Pgm Fi","Delhi ",50000,BlackSilver,Petrol,25999,2011,FirstOwner,,
39916,"Honda Stunner CBF Self Disc Alloy","Delhi ",67000,RedAndBlack,Petrol,18000,2008,FirstOwner,,
39917,"Hero Honda Cd Deluxe","Delhi ",20000,Blue,Petrol,21000,2008,FirstOwner,,
39918,"Hero Honda Hunk","Delhi ",26000,Black,Petrol,18000,2009,FirstOwner,,
39919,"Hero Honda Karizma Zmr Pgm Fi","Delhi ",5000,Black,Petrol,89999,2014,FirstOwner,,
39920,"Hero Honda Cbz Xtreme Self Start","Delhi ",36000,Black,Petrol,36000,2012,SecondOwner,,
39921,"Hero Honda CBZ Disc","Delhi ",25000,Blue,Petrol,11999,2002,FirstOwner,,
39922,"Hero Motocorp Karizma ZMR 223","Delhi ",4000,Black,Petrol,100000,2015,FirstOwner,,
39923,"Hero Honda Passion Plus","Delhi ",70000,Black&Red,Petrol,12000,2005,FirstOwner,,
39924,"Hero Honda Karizma Zmr Pgm Fi","Delhi ",9000,White,Petrol,69000,2013,FirstOwner,,
39925,"Bajaj Pulsar 200 NS","Delhi ",21000,Red,Petrol,55000,2012,FirstOwner,,
39926,"Hero Motocorp Ignitor 125 Disc","Delhi ",17000,Black,Petrol,40000,2014,SecondOwner,,
39927,"Bajaj Discover 135cc Dtsi","Delhi ",25000,Red&Black,Petrol,25000,2010,SecondOwner,,
39928,"Bajaj Pulsar 220F Dtsi","Delhi ",20000,Black,Petrol,54000,2012,FirstOwner,,
39929,"Bajaj Pulsar 135","Delhi ",22300,Red,Petrol,29999,2011,SecondOwner,,
39930,"Bajaj Pulsar 150cc Dtsi","Delhi ",17000,Black,Petrol,16000,2005,FirstOwner,,
39931,"Hero Honda Splendor Super",K.,45000,Blue&Black,Petrol,33500,2006,FirstOwner,,
39932,"Yamaha YZF R15 Version 2.0","Delhi ",51000,Black,Petrol,64000,2012,SecondOwner,,
39933,"Bajaj Pulsar 200 NS","Raigad ",30000,Yellow,Petrol,54999,2012,FirstOwner,,
39934,"Hero Honda Cd Deluxe","Delhi ",50000,Black,Petrol,24999,2007,FirstOwner,,
39935,"Yamaha YZF R15","Kolkata ",19000,RED,Petrol,57000,2011,FirstOwner,,
39936,"Hero Honda Cbz Xtreme Self Start","Bangalore ",65000,Black,Petrol,29999,2008,SecondOwner,,
39937,"Honda CB Twister Self Drum Alloy","Hyderabad ",35000,Red,Petrol,27000,2010,SecondOwner,,
39938,"Yamaha Fazer Fi Version 2.0","Kolkata ",40000,Red,Petrol,36999,2009,SecondOwner,,
39939,"Yamaha Fazer Sport","Tiruvallur ",54000,Black,Petrol,49000,2011,FirstOwner,,
39940,"Yamaha YZF R15 Version 2.0","Pune ",35000,Yellow,Petrol,69999,2009,FirstOwner,,
39941,"Hero Motocorp Hunk Double Disc Self Cast","Delhi ",24000,Black,Petrol,40000,2012,FirstOwner,,
39942,"Royal Enfield Bullet 350","Delhi ",1200,Black,Petrol,120000,1984,FirstOwner,,
39943,"Bajaj Discover 150 S Disc","Delhi ",31000,Blue,Petrol,26500,2010,FirstOwner,,
39944,"Bajaj Avenger 220","Ghaziabad ",20000,Balck,Petrol,49999,2011,FirstOwner,,
39945,"Bajaj Pulsar 150cc Dtsi","Delhi ",55000,MetalicBlack,Petrol,29999,2008,SecondOwner,,
39946,"Bajaj Pulsar 150cc Dtsi","Delhi ",11000,RedAndBlack,Petrol,9999,2006,SecondOwner,,
39947,"Hero Honda CBZ Self","Sirsa ",50000,RedAndBlack,Petrol,35000,2010,SecondOwner,,
39948,"Bajaj Pulsar 180cc Dtsi","Delhi ",50000,Black,Petrol,11000,2001,FirstOwner,,
39949,"Bajaj Pulsar 220F Dtsi","Delhi ",22000,Black,Petrol,48000,2011,FirstOwner,,
39950,"Bajaj Avenger 220","Delhi ",11961,Black,Petrol,64000,2011,SecondOwner,,
39951,"Bajaj Pulsar 150cc Dtsi","Delhi ",6900,Black,Petrol,29999,2010,FirstOwner,,
39952,"Bajaj Discover 125 STD","Bahadurgarh ",38000,Black,Petrol,24000,2009,FirstOwner,,
39953,"Yamaha Fazer Sport","Bangalore ",6500,Black,Petrol,50000,2010,FirstOwner,,
39954,"TVS Apache RTR 180","Bangalore ",30000,White,Petrol,67999,2013,FirstOwner,,
39955,"Yamaha Fazer Sport","Bangalore ",32000,Red&White,Petrol,70000,2011,FirstOwner,,
39956,"Suzuki Gs150r","Bangalore ",39000,BlueAndBlack,Petrol,34999,2010,FirstOwner,,
39957,"Honda Shine Self Disc Alloy","Bangalore ",35000,Gray,Petrol,31999,2007,FirstOwner,,
39958,"KTM Duke 200","Bangalore ",13000,Black,Petrol,130000,2014,FirstOwner,,
39959,"Honda CB Unicorn 160 Standard","Bangalore ",33000,Black,Petrol,41999,2011,FirstOwner,,
39960,"Hero Motocorp Xtreme Single Disc","Kolkata ",3850,Black,Petrol,70000,2014,FirstOwner,,
39961,"Yamaha YZF R15 Version 2.0","Gurgaon ",26000,Red,Petrol,49999,2010,FirstOwner,,
39962,"Hero Motocorp Ignitor 125 Disc","Kolkata ",3800,Red,Petrol,50000,2015,FirstOwner,,
39963,"Hero Honda Karizma R","Kolkata ",20000,Red,Petrol,34999,2007,FirstOwner,,
39964,"TVS Apache RTR 160","Lucknow ",8500,Red&Black,Petrol,48000,2012,FirstOwner,,
39965,"Royal Enfield Classic 350","Lucknow ",12000,Silver,Petrol,120000,2014,FirstOwner,,
39966,"Honda Stunner CBF Self Disc Alloy","Howrah ",60000,Black,Petrol,26000,2010,FirstOwner,,
39967,"Royal Enfield Bullet Electra 5s","Ghaziabad ",7700,Black,Petrol,94999,2011,FirstOwner,,
39968,"Yamaha RX 100 STD","Hyderabad ",35000,Black,Petrol,33000,1991,SecondOwner,,
39969,"Honda Unicorn Alloy","Hyderabad ",58000,Black,Petrol,35999,2009,FirstOwner,,
39970,"Honda Shine Self Disc Alloy",K.,30000,Black,Petrol,39000,2012,FirstOwner,,
39971,"Honda Dream Yuga Kick Drum Alloy","Hyderabad ",26000,Grey,Petrol,34999,2013,FirstOwner,,
39972,"Honda CB Twister Self Disc Alloy","Hyderabad ",40000,Red,Petrol,26000,2011,SecondOwner,,
39973,"Bajaj Boxer 150","Hyderabad ",22000,Black,Petrol,31000,2013,FirstOwner,,
39974,"Hero Honda Passion Plus","Hyderabad ",60000,Black&Blue,Petrol,30999,2005,SecondOwner,,
39975,"Yamaha RX 100 STD","Coimbatore ",36000,Black,Petrol,48000,1997,SecondOwner,,
39976,"Yamaha YZF R15","Coimbatore ",48000,Black,Petrol,70000,2011,FirstOwner,,
39977,"Yamaha Fazer Fi Version 2.0","Kanchipuram ",18000,RED,Petrol,47999,2013,SecondOwner,,
39978,"Yamaha FZ16","Kanchipuram ",26500,Black,Petrol,55000,2013,FirstOwner,,
39979,"Suzuki Zeus 125DU","Kanchipuram ",30000,Grey,Petrol,20000,2009,SecondOwner,,
39980,"Honda Shine Self Drum Alloy","Kanchipuram ",64000,Black,Petrol,35000,2012,FirstOwner,,
39981,"Hero Honda Hunk","Jaipur ",45000,Red,Petrol,41000,2013,FirstOwner,,
39982,"Bajaj Platina 100 Alloy Wheel KS","Chennai ",14000,Black,Petrol,16999,2008,FirstOwner,,
39983,"Hero Motocorp Maestro Regular","Lucknow ",3058,Silver,Petrol,48000,2015,FirstOwner,,
39984,"Yamaha FZ S","Pune ",38000,Black&Gold,Petrol,49999,2011,FirstOwner,,
39985,"Yamaha SZ RR","Pune ",80000,Black,Petrol,34999,2011,FirstOwner,,
39986,"Yamaha YZF R15 Version 2.0","Pune ",16000,Red&White,Petrol,76000,2012,FirstOwner,,
39987,"Yamaha RX 100 STD","Mumbai ",26000,BlackAndRed,Petrol,25000,1987,ThirdOwner,,
39988,"Bajaj Pulsar 220F Dtsi","Pune ",60000,Black,Petrol,34999,2007,SecondOwner,,
39989,"Hero Honda Cbz Xtreme Self Start","Delhi ",26000,Red&Black,Petrol,39000,2010,FirstOwner,,
39990,"Yamaha YZF R15 Version 2.0","Mumbai ",3000,White,Petrol,25000,2010,FirstOwner,,
39991,"TVS Apache RTR 160","Raigad ",25000,Black,Petrol,39000,2013,FirstOwner,,
39992,"Bajaj Avenger 220","Mumbai ",13500,Black,Petrol,60000,2012,FirstOwner,,
39993,"Bajaj Pulsar 150cc Dtsi","Mumbai ",55000,EvonyBlack,Petrol,19999,2007,FirstOwner,,
39994,"Bajaj Discover 135cc Dtsi","Mumbai ",57000,BlueAndBlack,Petrol,19000,2007,SecondOwner,,
39995,"Yamaha SZ RR","Bangalore ",22000,Blue,Petrol,43000,2011,FirstOwner,,
39996,"Hero Honda Karizma R","Indore ",13000,Black,Petrol,44999,2010,SecondOwner,,
39997,"Royal Enfield Thunderbird 500","Bangalore ",1900,Black,Petrol,170000,2015,FirstOwner,,
39998,"TVS Apache RTR 160","Bangalore ",5000,White,Petrol,74999,2014,FirstOwner,,
39999,"Bajaj Pulsar 220F Dtsi","Bangalore ",44000,Black,Petrol,58000,2010,FirstOwner,,
40000,"Bajaj Pulsar 150cc Dtsi","Bangalore ",54000,Black,Petrol,29000,2008,SecondOwner,,
40001,"Bajaj Discover 125 M Drum","Bangalore ",27000,BlueAndBlack,Petrol,32999,2013,FirstOwner,,
40002,"Royal Enfield Classic 500","Bangalore ",5048,Black,Petrol,180000,2012,FirstOwner,,
40003,"Honda CB Twister Self Disc Alloy","Gurgaon ",17500,Gray,Petrol,32999,2013,FirstOwner,,
40004,"Hero Honda Passion Plus","Surat ",50000,Black,Petrol,15000,2002,FirstOwner,,
40005,"Yamaha Yzf R6","Gurgaon ",10000,WhiteBlue,Petrol,89000,2015,FirstOwner,,
40006,"Yamaha YZF R15 Version 2.0","Surat ",35000,White,Petrol,53000,2011,ThirdOwner,,
40007,"Royal Enfield Classic Chrome","Gurgaon ",4700,Maroon,Petrol,140000,2013,FirstOwner,,
40008,"Honda CB Twister Self Drum Alloy","Delhi ",23000,Grey,Petrol,31000,2013,FirstOwner,,
40009,"Hero Honda Cd Deluxe","Delhi ",60000,Black,Petrol,35000,2011,FirstOwner,,
40010,"Bajaj Pulsar 220F Dtsi","Delhi ",59000,Red,Petrol,54999,2010,FirstOwner,,
40011,"Royal Enfield Bullet 350 Twinspark","Delhi ",14000,Black,Petrol,93000,1999,SecondOwner,,
40012,"Royal Enfield Bullet Electra 5s","Delhi ",25000,Maroon&Silver,Petrol,100000,2006,FirstOwner,,
40013,"Bajaj Pulsar 180cc Dtsi","Delhi ",15500,Black,Petrol,42000,2012,FirstOwner,,
40014,"Bajaj Discover 135cc Dtsi","Delhi ",70000,Black&Grey,Petrol,20000,2008,ThirdOwner,,
40015,"Bajaj Discover 100","Patna ",21000,BlackAndBROWN,Petrol,21999,2011,FirstOwner,,
40016,"Yamaha Enticer 125","Chandigarh ",30000,Golden,Petrol,24999,2003,SecondOwner,,
40017,"Hero Honda Splendor Plus","Patna ",40000,Black,Petrol,25000,2003,SecondOwner,,
40018,"Yamaha RX 135 STD","Lucknow ",53000,Black,Petrol,19000,1999,ThirdOwner,,
40019,"Rajdoot 250 STD","Kolkata ",27000,Red,Petrol,16000,1997,SecondOwner,,
40021,"Bajaj Pulsar 150cc Dtsi","Gautam ",51000,Black,Petrol,25000,2008,FirstOwner,,
40022,"Bajaj Pulsar 200 NS","Lucknow ",13000,RedAndBlack,Petrol,79999,2014,FirstOwner,,
40023,"Yamaha YZF R15 Version 2.0","Hyderabad ",22000,GreenAndBlack,Petrol,88000,2014,SecondOwner,,
40024,"Hero Honda Passion Plus","Ghaziabad ",26000,Black&Blue,Petrol,19999,2007,FirstOwner,,
40025,"Bajaj Avenger 180",K.,65000,Silver,Petrol,68000,2006,FirstOwner,,
40026,"Honda Dream Neo Kick Drum Alloy","Hyderabad ",22600,Black,Petrol,40000,2014,FirstOwner,,
40027,"Hero Honda Cbz Xtreme Self Start","Hyderabad ",45000,Red,Petrol,29999,2009,FirstOwner,,
40028,"Hero Honda Passion Plus","Hyderabad ",40000,Maroon,Petrol,32499,2008,FirstOwner,,
40029,"Hero Honda Passion Plus",K.,60000,BlackAndRed,Petrol,22000,2006,SecondOwner,,
40030,"Honda CBR 250R Standard","Hyderabad ",20700,ZBlack,Petrol,130000,2013,FirstOwner,,
40031,"Bajaj Pulsar 180cc Dtsi","Punjagutta ",20000,Black,Petrol,11999,2002,SecondOwner,,
40032,"Royal Enfield Bullet 350","Kanchipuram ",97000,Black,Petrol,75000,2003,SecondOwner,,
40033,"Yamaha Gladiator Ss","Jhalawar ",25000,BlackAndRed,Petrol,20000,2008,FirstOwner,,
40034,"Bajaj Caliber 115","Jaipur ",40000,Blue,Petrol,14999,2003,FirstOwner,,
40035,"Yamaha FZ16","Pune ",20000,Red,Petrol,54000,2012,FirstOwner,,
40036,"Yamaha FZ16","Pune ",24500,Black,Petrol,50000,2011,FirstOwner,,
40037,"TVS Apache RTR 160","Pune ",45000,Yellow,Petrol,33999,2010,FirstOwner,,
40038,"Royal Enfield Classic 350","Pune ",60000,Black,Petrol,150000,1981,SecondOwner,,
40039,"Bajaj Pulsar 150cc Dtsi","Pune ",40000,Black,Petrol,38000,2011,FirstOwner,,
40040,"TVS Victor 2015","Thane ",50000,BlackAndRed,Petrol,9000,2005,FirstOwner,,
40041,"Bajaj Pulsar 220F Dtsi","Pune ",18000,Black,Petrol,70000,2013,FirstOwner,,
40042,"Yamaha FZ S","Kharghar ",14000,GreenAndBlack,Petrol,69999,2014,FirstOwner,,
40043,"Bajaj Discover 100","Pune ",52000,BlackGrey,Petrol,22000,2006,FirstOwner,,
40044,"KTM Duke 200","Mumbai ",16000,Black,Petrol,89999,2012,FirstOwner,,
40045,"Yamaha FZ FI Version 2.0","Raigad ",36000,Black,Petrol,39000,2011,FirstOwner,,
40046,"Royal Enfield Thunderbird 350","Thane ",450,Mehandi,Petrol,130000,2014,FirstOwner,,
40047,"Yamaha FZS FI Version 2.0","Mumbai ",32000,Mahroon,Petrol,42000,2012,FirstOwner,,
40048,"Hero Motocorp Glamour Alloy Drum","Prakasam ",4200,Red,Petrol,54000,2014,FirstOwner,,
40049,"Bajaj Pulsar 220F Dtsi","Mumbai ",40000,Red,Petrol,50000,2010,SecondOwner,,
40050,"Bajaj Platina 100 Spoke Wheel","Mumbai ",70000,Black,Petrol,15999,2007,FirstOwner,,
40051,"Honda CB Twister Self Drum Alloy","Mumbai ",30000,Green,Petrol,26999,2010,FirstOwner,,
40052,"Yamaha FZS FI Version 2.0","Bangalore ",4500,Black,Petrol,89999,2014,FirstOwner,,
40053,"Yamaha SZ RR","Bangalore ",25000,RED,Petrol,44000,2011,FirstOwner,,
40054,"Yamaha YZF R15 Version 2.0","Bangalore ",24000,Black&Orange,Petrol,74000,2012,SecondOwner,,
40055,"Suzuki Samurai STD","Bangalore ",46000,Red,Petrol,14000,2001,FirstOwner,,
40056,"TVS Victor 2015","Bangalore ",45000,Golden,Petrol,16999,2004,FirstOwner,,
40057,"Royal Enfield Thunderbird 350","Bangalore ",25000,DarkGray,Petrol,89000,2010,SecondOwner,,
40058,"TVS Fiero F2 Disc","Bangalore ",35000,Red,Petrol,29999,2003,ThirdOwner,,
40059,"Bajaj Pulsar 220F Dtsi","Gurgaon ",25000,Silver,Petrol,39999,2008,FirstOwner,,
40060,"Hero Honda Passion Pro","Bangalore ",30000,Silver&Black,Petrol,35000,2011,FirstOwner,,
40061,"Bajaj Avenger 180","Bangalore ",60000,Red,Petrol,50000,2006,SecondOwner,,
40062,"Hero Honda Passion Pro","Gurgaon ",40000,Blue,Petrol,24000,2012,FirstOwner,,
40063,"Yamaha FZ16","Delhi ",11000,Black,Petrol,34000,2008,FirstOwner,,
40064,"TVS Apache RTR 180 ABS","Delhi ",28000,White,Petrol,73000,2014,FirstOwner,,
40065,"TVS Victor 2015","Delhi ",100000,Black,Petrol,9999,2005,FirstOwner,,
40066,"Yamaha FZS FI Version 2.0","Delhi ",12000,MilatryGreen,Petrol,49999,2013,FirstOwner,,
40067,"Bajaj Pulsar 150cc Dtsi","Delhi ",18000,Black,Petrol,34999,2011,FirstOwner,,
40068,"Honda Stunner CBF Self Drum Alloy","Delhi ",26457,Black,Petrol,24000,2008,FirstOwner,,
40069,"Honda CB Twister Self Drum Alloy","Delhi ",26580,Black,Petrol,26000,2012,FirstOwner,,
40070,"Hero Honda Hunk","Delhi ",30600,Red,Petrol,42000,2011,FirstOwner,,
40071,"Bajaj Pulsar 135","Delhi ",36000,Black,Petrol,24999,2010,SecondOwner,,
40072,"Bajaj Discover 100","Delhi ",43000,Black,Petrol,35000,2011,FirstOwner,,
40073,"Bajaj Platina 100 Alloy Wheel KS","Delhi ",8700,Red,Petrol,21999,2009,SecondOwner,,
40074,"Yamaha YZF R15","Chandigarh ",2932,Red,Petrol,62000,2009,FirstOwner,,
40075,"KTM Duke 200","Chandigarh ",14722,Orange,Petrol,84999,2012,FirstOwner,,
40076,"Honda CB Twister Self Drum Alloy","Patna ",36000,MatGrey,Petrol,29000,2012,FirstOwner,,
40077,"Royal Enfield Bullet 350 Twinspark","Chandigarh ",60000,Black,Petrol,64999,1999,SecondOwner,,
40078,"Bajaj Pulsar 135","Patna ",19000,Black,Petrol,34000,2012,FirstOwner,,
40079,"Hero Honda CBZ Self","Patna ",26000,SteelGrey,Petrol,25000,2000,SecondOwner,,
40081,"Bajaj Pulsar 135","Lucknow ",51000,Red,Petrol,35000,2011,FirstOwner,,
40082,"TVS Apache RTR 160","Hyderabad ",33000,Grey&Black,Petrol,55000,2012,FirstOwner,,
40083,"Hero Honda Hunk","Lucknow ",26000,Black,Petrol,34000,2010,FirstOwner,,
40084,"Hero Honda Karizma Zmr Pgm Fi","Hyderabad ",16000,Black,Petrol,80000,2013,FirstOwner,,
40085,"Hero Honda Passion Plus","Hyderabad ",70000,Blue,Petrol,25000,2007,SecondOwner,,
40086,"Hero Honda Karizma Zmr Pgm Fi","Hyderabad ",26000,White,Petrol,59999,2011,SecondOwner,,
40087,"Bajaj Pulsar 150cc Dtsi","Hyderabad ",50000,Blue,Petrol,29999,2003,SecondOwner,,
40088,"TVS Apache RTR 180","Kanchipuram ",32000,Black,Petrol,50000,2013,FirstOwner,,
40089,"Yamaha YZF R15 Version 2.0","Chennai ",6000,Black&Green,Petrol,80000,2013,SecondOwner,,
40090,"Bajaj Discover 100","Ghaziabad ",21000,BlackAndRed,Petrol,27999,2010,FirstOwner,,
40091,"Bajaj Avenger 180","Delhi ",40000,Black,Petrol,22000,2005,SecondOwner,,
40092,"Bajaj Pulsar 150cc Dtsi","Delhi ",32000,Black,Petrol,19000,2004,SecondOwner,,
40093,"Bajaj Pulsar 200 NS","Delhi ",9500,Blue,Petrol,68000,2014,FirstOwner,,
40094,"Bajaj Pulsar 150cc Dtsi","Delhi ",27500,Black,Petrol,25000,2008,FirstOwner,,
40095,"Bajaj Discover 100 M Drum","Delhi ",19900,Black,Petrol,20999,2007,FirstOwner,,
40096,"Bajaj Pulsar 220F Dtsi","Gautam ",11022,Black,Petrol,44999,2011,FirstOwner,,
40097,"Yamaha Fazer Sport","Chandigarh ",40000,Black,Petrol,83000,2011,FirstOwner,,
40098,"Bajaj Pulsar 150cc Dtsi","Delhi ",65000,Red,Petrol,14999,2006,ThirdOwner,,
40099,"Yamaha YZF R15","Panchkula ",25000,Yellow,Petrol,54000,2010,FirstOwner,,
40100,"Bajaj Discover 100","Delhi ",28500,RedAndBlack,Petrol,21000,2012,FirstOwner,,
40101,"TVS Apache RTR 160","Chandigarh ",8000,Red,Petrol,13000,2007,FirstOwner,,
40102,"Royal Enfield Bullet Electra Twinspark","Chandigarh ",12000,Black,Petrol,80000,2012,FirstOwner,,
40103,"Suzuki Gixxer 150","Chandigarh ",8000,RED,Petrol,65000,2014,FirstOwner,,
40104,"Royal Enfield Bullet 350","Chandigarh ",28000,Black,Petrol,100000,2004,SecondOwner,,
40105,"Bajaj Xcd Exceed 125cc Dtssi","Chandigarh ",60000,Black,Petrol,14999,2007,FirstOwner,,
40106,"Royal Enfield Bullet Electra","Patna ",14000,Silver,Petrol,100000,2013,FirstOwner,,
40107,"Bajaj CT 100 Spoke","Chandigarh ",19186,Mehroon,Petrol,16000,2006,FirstOwner,,
40108,"Bajaj Platina ES 100 Alloy","Mohali ",35000,Sliver,Petrol,21999,2008,FirstOwner,,
40109,"Hero Honda Cbz Xtreme Self Start","Patna ",5000,Red,Petrol,59000,2014,FirstOwner,,
40110,"Royal Enfield Thunderbird 350","Patna ",2000,Grey,Petrol,130000,2015,FirstOwner,,
40111,"Hero MotoCorp Passion Pro Self Drum Alloy","Patna ",30000,Black,Petrol,35000,2012,FirstOwner,,
40112,"Hero Honda Splendor Nxg","Patna ",28000,White,Petrol,29999,2009,SecondOwner,,
40113,"Bajaj Pulsar 200 NS","Patna ",7000,YellowAndOrange,Petrol,68999,2012,SecondOwner,,
40114,"Bajaj Pulsar 150cc Dtsi","Sagar ",1150,Black,Petrol,66000,2014,FirstOwner,,
40115,"Bajaj Pulsar 150cc Dtsi","Delhi ",57000,Red,Petrol,25000,2007,FirstOwner,,
40116,"Bajaj Pulsar 150cc Dtsi","Delhi ",20000,Cherry,Petrol,33999,2009,FirstOwner,,
40117,"Bajaj Pulsar 135","Delhi ",36600,Red,Petrol,26999,2011,FirstOwner,,
40118,"Royal Enfield Thunderbird 350","Chandigarh ",20000,Black,Petrol,90000,2013,FirstOwner,,
40119,"Yamaha YZF R15","Kolkata ",2700,Red,Petrol,64000,2011,SecondOwner,,
40120,"Yamaha Fazer Fi Version 2.0","Patna ",16000,BlackSilver,Petrol,59999,2013,FirstOwner,,
40121,"Bajaj Avenger Dtsi","Mohali ",35000,Silver,Petrol,29000,2009,FirstOwner,,
40122,"Hero Honda CD100 SS STD","Lucknow ",60000,Black,Petrol,24000,2000,FirstOwner,,
40123,"Yamaha YZF R15 Version 2.0",K.,14400,Black,Petrol,89999,2012,FirstOwner,,
40124,"Hyosung Gv650 Aquila Pro",K.,14000,White,Petrol,270000,2012,FirstOwner,,
40125,"Royal Enfield Bullet 350","Hyderabad ",15000,Black,Petrol,100000,2003,SecondOwner,,
40126,"Yamaha Crux","Coimbatore ",25000,Black,Petrol,20000,2010,FourthOwner,,
40127,"Royal Enfield Bullet 350","Coimbatore ",200,Silver,Petrol,120000,2015,FirstOwner,,
40128,"Yamaha RX 135 STD","Coimbatore ",43000,Black,Petrol,51999,2002,FirstOwner,,
40129,"Honda Unicorn Alloy","Chennai ",52000,Black,Petrol,35999,2009,FirstOwner,,
40130,"Hero Honda Splendor Plus","Chennai ",50000,Red,Petrol,12000,2003,SecondOwner,,
40131,"KTM Duke 200","Chennai ",7500,White,Petrol,89999,2014,FirstOwner,,
40132,"Hero Honda Splendor Plus","Vellore ",45000,Black,Petrol,25000,2010,FirstOwner,,
40133,"Bajaj CT 100 Spoke","Chennai ",60000,Red,Petrol,14000,2005,FirstOwner,,
40134,"TVS Apache RTR 180","Jaipur ",19000,White,Petrol,50000,2012,FirstOwner,,
40135,"TVS Sport Kick Start Mag","Jaipur ",6000,BlackAndBlue,Petrol,41000,2014,FirstOwner,,
40136,"Honda CBR 150R Deluxe","Pune ",9000,Orenge,Petrol,110000,2015,FirstOwner,,
40137,"Bajaj Discover 125 St","Pune ",49000,Red&Black,Petrol,41999,2013,FirstOwner,,
40138,"Hero Honda Passion Plus","Mumbai ",24000,BlackAndBlue,Petrol,16000,2005,FirstOwner,,
40139,"Yamaha FZ FI Version 2.0","Bangalore ",2000,Black,Petrol,84999,2015,FirstOwner,,
40140,"Yamaha RX 135 STD","Bangalore ",37000,Mahroon,Petrol,50000,2001,SecondOwner,,
40141,"TVS Star City Alloy","Indore ",12000,Black,Petrol,27000,2009,FirstOwner,,
40142,"Yamaha FZ16","Bangalore ",15500,BlackAndGreen,Petrol,48999,2010,ThirdOwner,,
40143,"Suzuki Heat Spoke","Bangalore ",65000,Yellow,Petrol,29999,2005,FirstOwner,,
40144,"Honda Shine Self Disc Alloy","Surat ",16000,RedAndBlack,Petrol,43000,2013,FirstOwner,,
40145,"Royal Enfield Bullet Electra Twinspark","Delhi ",40000,Black,Petrol,69999,2005,SecondOwner,,
40146,"Suzuki Gs150r","Delhi ",38000,Black,Petrol,34999,2012,FirstOwner,,
40147,"Hero Honda Cbz Xtreme Self Start","Delhi ",13000,Black,Petrol,60000,2014,FirstOwner,,
40148,"Bajaj Platina 100 Alloy Wheel KS","Chandigarh ",20300,RedAndBlack,Petrol,26000,2012,FirstOwner,,
40149,"Hero Honda Karizma Zmr Pgm Fi","Delhi ",55000,White,Petrol,39999,2011,FirstOwner,,
40150,"Bajaj Discover 100 M Drum","Ambala ",20000,Black,Petrol,25000,2013,FirstOwner,,
40151,"Hero Motocorp Hunk Double Disc Self Cast","Barasat ",24000,BLACK,Petrol,42000,2011,FirstOwner,,
40152,"Hero Honda Passion Pro","Gurgaon ",24500,Black,Petrol,30000,2012,FirstOwner,,
40153,"Bajaj Avenger 220","Hyderabad ",22000,Black,Petrol,64000,2012,FirstOwner,,
40154,"Bajaj Pulsar 200 NS","Delhi ",60000,Black,Petrol,17000,2007,SecondOwner,,
40155,"Bajaj Discover 125 M Disc","Coimbatore ",26800,BlackAndRed,Petrol,28000,2012,FirstOwner,,
40156,"Royal Enfield Bullet 500","Pune ",1400,Black,Petrol,150000,2014,FirstOwner,,
40157,"Bajaj Avenger 220","Delhi ",33000,Black,Petrol,24000,2006,FirstOwner,,
40158,"Royal Enfield Thunderbird 350","Chandigarh ",50000,Cherry,Petrol,49999,2003,SecondOwner,,
40159,"Harley Davidson Iron 883","Chandigarh ",7000,MetBlack,Petrol,640000,2013,FirstOwner,,
40160,"TVS Victor 110","Kolkata ",80000,Green,Petrol,14000,2003,SecondOwner,,
40161,"Bajaj Platina 125","Kanchipuram ",44000,SilverGray,Petrol,18999,2006,FirstOwner,,
40162,"Hero Honda Karizma Zmr Pgm Fi","Gurgaon ",13500,Black,Petrol,53000,2010,FirstOwner,,
40163,"Honda Shine Self Disc Alloy","Patna ",12697,Gray,Petrol,53000,2013,FirstOwner,,
40164,"Bajaj Pulsar 150cc Dtsi","Kanchipuram ",50000,Black,Petrol,21999,2007,FirstOwner,,
40165,"Bajaj Pulsar 180cc Dtsi","Thiruvananthapuram ",15000,Black,Petrol,55000,2013,FirstOwner,,
